"Timestamp","Who is your oshi(s)?","Gender","Age","Time zone","Are you native/fluent in English?"
"2023/05/21 10:37:37 PM MDT","Vox Akuma;Kyo Kaneko","","16","UTC +10","Yes"
"2023/05/21 10:38:08 PM MDT","Pomu Rainpuff;Elira Pendora","","20","UTC -8","Yes"
"2023/05/21 10:41:08 PM MDT","Luca Kaneshiro;Ike Eveland;Vox Akuma;Fulgur Ovid;Ren Zotto","","17","UTC -8","Yes"
"2023/05/21 10:47:07 PM MDT","Elira Pendora;Reimu Endou;Ike Eveland;Vox Akuma;Sonny Brisko","","24","UTC -3","Yes"
"2023/05/21 10:55:15 PM MDT","Vox Akuma;Uki Violeta;Fulgur Ovid","","22","UTC +8","Yes"
"2023/05/21 10:56:34 PM MDT","Vox Akuma;Uki Violeta;Doppio Dropscythe","","19","UTC +8","Yes"
"2023/05/21 11:00:54 PM MDT","Millie Parfait;Enna Alouette;Reimu Endou;Ike Eveland;Vox Akuma;Alban Knox;Fulgur Ovid;Maria Marionette;Aia Amare;Doppio Dropscythe;Kotoka Torahime;Ver Vermillion","","30","UTC +8","Yes"
"2023/05/21 11:03:04 PM MDT","Millie Parfait;Shu Yamino;Uki Violeta;Fulgur Ovid;Kotoka Torahime","","","UTC +8","Yes"
"2023/05/21 11:05:51 PM MDT","Pomu Rainpuff;Ike Eveland;Mysta Rias;Vox Akuma;Uki Violeta;Alban Knox;Fulgur Ovid","","","UTC -4","Yes"
"2023/05/21 11:11:39 PM MDT","Selen Tatsuki;Ike Eveland;Fulgur Ovid","","16","UTC +8","Yes"
"2023/05/21 11:17:54 PM MDT","Selen Tatsuki;Enna Alouette;Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Alban Knox;Fulgur Ovid;Maria Marionette;Kyo Kaneko;Aia Amare;Scarle Yonaguni;Ren Zotto","","16","UTC +7","Yes"
"2023/05/21 11:22:48 PM MDT","Pomu Rainpuff;Rosemi Lovelock;Petra Gurin;Enna Alouette;Mysta Rias;Vox Akuma;Uki Violeta;Maria Marionette;Doppio Dropscythe","","19","UTC -8","Yes"
"2023/05/21 11:26:29 PM MDT","Luca Kaneshiro;Mysta Rias;Vox Akuma;Kyo Kaneko;Aster Arcadia;Scarle Yonaguni;Hex Haywire","","18","UTC -5","Yes"
"2023/05/21 11:28:37 PM MDT","Selen Tatsuki;Millie Parfait;Ike Eveland;Vox Akuma;Aia Amare;Aster Arcadia;Meloco Kyoran;Kotoka Torahime","","22","UTC +8","Yes"
"2023/05/21 11:34:06 PM MDT","Rosemi Lovelock;Selen Tatsuki;Nina Kosaka;Millie Parfait;Enna Alouette;Ike Eveland;Fulgur Ovid","","19","UTC -7","Yes"
"2023/05/21 11:35:21 PM MDT","Selen Tatsuki;Millie Parfait;Enna Alouette;Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Vox Akuma;Fulgur Ovid;Doppio Dropscythe","","18","UTC +2","Yes"
"2023/05/21 11:50:39 PM MDT","Ike Eveland;Vox Akuma;Ren Zotto;Hex Haywire","","20","UTC +8","No"
"2023/05/21 11:58:49 PM MDT","Luca Kaneshiro;Shu Yamino;Mysta Rias;Ren Zotto;Doppio Dropscythe","","21","UTC +9","Yes"
"2023/05/22 12:01:48 AM MDT","Petra Gurin;Shu Yamino;Ike Eveland;Sonny Brisko;Uki Violeta;Doppio Dropscythe;Hex Haywire","","18","UTC -7","Yes"
"2023/05/22 12:03:40 AM MDT","Mysta Rias;Vox Akuma;Kyo Kaneko","","20","UTC -7","Yes"
"2023/05/22 12:18:58 AM MDT","Reimu Endou;Ike Eveland","","25","UTC +8","Yes"
"2023/05/22 12:20:24 AM MDT","Pomu Rainpuff;Selen Tatsuki;Vox Akuma;Kyo Kaneko;Scarle Yonaguni","","29","UTC -7","Yes"
"2023/05/22 12:34:03 AM MDT","Enna Alouette;Shu Yamino;Ike Eveland","","23","UTC +8","Yes"
"2023/05/22 12:37:23 AM MDT","Petra Gurin;Alban Knox;Maria Marionette;Ver Vermillion","","20","UTC -3","Yes"
"2023/05/22 12:37:36 AM MDT","Pomu Rainpuff;Rosemi Lovelock;Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Vox Akuma;Uki Violeta;Aster Arcadia;Doppio Dropscythe;Hex Haywire;Kotoka Torahime;Ver Vermillion","","19","UTC +8","No"
"2023/05/22 12:47:17 AM MDT","Doppio Dropscythe","","27","UTC -7","Yes"
"2023/05/22 12:59:41 AM MDT","Shu Yamino;Ike Eveland;Uki Violeta;Aster Arcadia;Doppio Dropscythe;Ver Vermillion","","18","UTC +7","Yes"
"2023/05/22 1:12:39 AM MDT","Ike Eveland;Vox Akuma;Uki Violeta;Alban Knox;Kyo Kaneko;Ver Vermillion","","28","UTC +7","Yes"
"2023/05/22 1:25:23 AM MDT","Vox Akuma;Uki Violeta;Fulgur Ovid","","24","UTC -8","Yes"
"2023/05/22 1:36:38 AM MDT","Selen Tatsuki;Shu Yamino;Ike Eveland","","21","UTC +7","Yes"
"2023/05/22 1:46:01 AM MDT","Luca Kaneshiro;Shu Yamino;Sonny Brisko","","19","UTC -8","Yes"
"2023/05/22 2:08:33 AM MDT","Enna Alouette;Ike Eveland;Fulgur Ovid;Kyo Kaneko;Aia Amare;Doppio Dropscythe","","21","UTC +7","Yes"
"2023/05/22 2:14:24 AM MDT","Pomu Rainpuff;Elira Pendora;Enna Alouette;Reimu Endou;Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Vox Akuma;Uki Violeta;Hex Haywire","","19","UTC -8","Yes"
"2023/05/22 2:22:41 AM MDT","Mysta Rias;Alban Knox","","29","UTC +8","No"
"2023/05/22 2:34:17 AM MDT","Millie Parfait;Mysta Rias;Doppio Dropscythe","","","","Yes"
"2023/05/22 2:50:32 AM MDT","Pomu Rainpuff;Enna Alouette;Vox Akuma;Uki Violeta","","","","Yes"
"2023/05/22 2:50:54 AM MDT","Ike Eveland","","","UTC +8","Yes"
"2023/05/22 3:02:08 AM MDT","Nina Kosaka;Luca Kaneshiro;Vox Akuma;Aia Amare;Scarle Yonaguni;Doppio Dropscythe;Hex Haywire","","25","UTC -3","No"
"2023/05/22 3:12:25 AM MDT","Luca Kaneshiro;Mysta Rias","","25","UTC -5","Yes"
"2023/05/22 3:19:50 AM MDT","Sonny Brisko;Maria Marionette;Ren Zotto","","28","UTC -7","Yes"
"2023/05/22 3:33:48 AM MDT","Vox Akuma;Fulgur Ovid","","24","UTC +8","No"
"2023/05/22 3:48:43 AM MDT","Kyo Kaneko;Ren Zotto","","26","UTC +7","Yes"
"2023/05/22 3:49:58 AM MDT","Kyo Kaneko;Ren Zotto","","25","UTC +7","Yes"
"2023/05/22 3:51:11 AM MDT","Pomu Rainpuff;Elira Pendora;Selen Tatsuki;Millie Parfait;Enna Alouette;Shu Yamino;Ike Eveland","","20","UTC -4","Yes"
"2023/05/22 3:58:47 AM MDT","Millie Parfait;Reimu Endou;Luca Kaneshiro;Ike Eveland;Mysta Rias;Alban Knox;Kyo Kaneko","","19","UTC +8","Yes"
"2023/05/22 4:00:20 AM MDT","Aster Arcadia;Ren Zotto;Hex Haywire;Ver Vermillion","","18","UTC +8","Yes"
"2023/05/22 4:00:43 AM MDT","Uki Violeta;Fulgur Ovid;Kyo Kaneko","","21","UTC +7","Yes"
"2023/05/22 4:07:38 AM MDT","Ike Eveland;Alban Knox;Fulgur Ovid;Aia Amare","","18","UTC +7","Yes"
"2023/05/22 4:13:49 AM MDT","Elira Pendora;Selen Tatsuki;Millie Parfait;Mysta Rias;Fulgur Ovid;Doppio Dropscythe","","26","UTC +8","Yes"
"2023/05/22 4:13:55 AM MDT","Selen Tatsuki;Millie Parfait;Shu Yamino;Ike Eveland;Vox Akuma;Sonny Brisko;Uki Violeta;Alban Knox;Fulgur Ovid;Ren Zotto;Doppio Dropscythe","","17","UTC +8","Yes"
"2023/05/22 4:15:17 AM MDT","Pomu Rainpuff;Selen Tatsuki;Enna Alouette;Luca Kaneshiro;Shu Yamino;Sonny Brisko;Kyo Kaneko;Aster Arcadia;Ren Zotto;Doppio Dropscythe;Hex Haywire","","23","UTC -7","Yes"
"2023/05/22 4:19:57 AM MDT","Rosemi Lovelock;Luca Kaneshiro;Alban Knox;Doppio Dropscythe;Meloco Kyoran;Kotoka Torahime","","21","UTC +4","Yes"
"2023/05/22 4:24:54 AM MDT","Enna Alouette;Luca Kaneshiro;Sonny Brisko;Doppio Dropscythe","","19","UTC +8","Yes"
"2023/05/22 4:26:31 AM MDT","Luca Kaneshiro;Shu Yamino;Uki Violeta;Kyo Kaneko;Aia Amare","","20","UTC -4","Yes"
"2023/05/22 4:32:47 AM MDT","Elira Pendora;Petra Gurin;Millie Parfait;Enna Alouette;Ike Eveland;Doppio Dropscythe","","18","UTC +8","Yes"
"2023/05/22 4:52:03 AM MDT","Elira Pendora;Shu Yamino;Alban Knox;Ren Zotto","","20","","Yes"
"2023/05/22 4:56:44 AM MDT","Selen Tatsuki;Enna Alouette;Mysta Rias;Vox Akuma;Fulgur Ovid","","35","UTC +8","No"
"2023/05/22 5:07:03 AM MDT","Mysta Rias;Vox Akuma;Kyo Kaneko","","","UTC -5","Yes"
"2023/05/22 5:09:07 AM MDT","Ike Eveland;Mysta Rias;Vox Akuma;Uki Violeta;Maria Marionette;Aia Amare;Aster Arcadia","","20","","Yes"
"2023/05/22 5:14:33 AM MDT","Ike Eveland","","15","UTC +14/-10","Yes"
"2023/05/22 5:22:39 AM MDT","Selen Tatsuki;Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Vox Akuma;Sonny Brisko;Uki Violeta;Fulgur Ovid;Ren Zotto;Doppio Dropscythe;Hex Haywire","","18","UTC +7","Yes"
"2023/05/22 5:32:24 AM MDT","Vox Akuma;Fulgur Ovid;Doppio Dropscythe","","26","UTC +8","Yes"
"2023/05/22 5:40:35 AM MDT","Vox Akuma;Ver Vermillion","","20","UTC +8","Yes"
"2023/05/22 5:44:53 AM MDT","Elira Pendora;Rosemi Lovelock;Millie Parfait;Luca Kaneshiro;Alban Knox;Kyo Kaneko","","22","UTC +8","Yes"
"2023/05/22 6:22:32 AM MDT","Shu Yamino;Ike Eveland","","23","UTC -4","Yes"
"2023/05/22 6:30:02 AM MDT","Finana Ryugu;Petra Gurin;Selen Tatsuki;Millie Parfait;Ike Eveland;Mysta Rias;Sonny Brisko","","24","UTC +8","Yes"
"2023/05/22 6:38:20 AM MDT","Selen Tatsuki;Millie Parfait;Enna Alouette;Reimu Endou;Luca Kaneshiro;Mysta Rias;Fulgur Ovid;Kyo Kaneko","","17","UTC +8","Yes"
"2023/05/22 6:49:27 AM MDT","Shu Yamino","","22","UTC +8","Yes"
"2023/05/22 7:02:27 AM MDT","Elira Pendora;Shu Yamino;Sonny Brisko;Doppio Dropscythe","","","UTC -5","Yes"
"2023/05/22 7:14:01 AM MDT","Pomu Rainpuff;Elira Pendora;Selen Tatsuki;Millie Parfait;Enna Alouette;Reimu Endou;Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Vox Akuma;Sonny Brisko;Uki Violeta;Alban Knox;Fulgur Ovid;Maria Marionette;Kyo Kaneko;Ren Zotto;Doppio Dropscythe;Kotoka Torahime","","28","UTC +8","No"
"2023/05/22 7:16:49 AM MDT","Luca Kaneshiro;Uki Violeta;Fulgur Ovid;Kyo Kaneko;Doppio Dropscythe","","24","UTC +8","Yes"
"2023/05/22 7:41:10 AM MDT","Selen Tatsuki;Millie Parfait;Enna Alouette;Shu Yamino;Doppio Dropscythe;Ver Vermillion","","18","UTC +8","Yes"
"2023/05/22 8:50:40 AM MDT","Elira Pendora;Petra Gurin;Shu Yamino;Ike Eveland;Sonny Brisko;Alban Knox;Ver Vermillion","","22","UTC -4","Yes"
"2023/05/22 9:18:24 AM MDT","Mysta Rias;Uki Violeta;Fulgur Ovid;Ren Zotto","","26","UTC +8","No"
"2023/05/22 9:34:16 AM MDT","Luca Kaneshiro;Mysta Rias;Vox Akuma;Fulgur Ovid;Scarle Yonaguni;Ren Zotto;Doppio Dropscythe;Hex Haywire;Ver Vermillion","","18","UTC +8","Yes"
"2023/05/22 10:32:09 AM MDT","Elira Pendora;Petra Gurin;Enna Alouette;Shu Yamino;Uki Violeta;Fulgur Ovid;Kyo Kaneko;Doppio Dropscythe","","25","UTC +8","Yes"
"2023/05/22 10:41:51 AM MDT","Elira Pendora;Petra Gurin;Ike Eveland;Fulgur Ovid;Scarle Yonaguni;Doppio Dropscythe","","20","UTC -6","Yes"
"2023/05/22 10:46:13 AM MDT","Mysta Rias;Uki Violeta","","","UTC -8","Yes"
"2023/05/22 10:53:45 AM MDT","Millie Parfait;Enna Alouette;Kyo Kaneko","","23","UTC +8","Yes"
"2023/05/22 11:06:01 AM MDT","Vox Akuma","","","UTC +8","No"
"2023/05/22 11:07:47 AM MDT","Shu Yamino;Ike Eveland","","16","UTC -5","Yes"
"2023/05/22 11:07:58 AM MDT","Shu Yamino;Ike Eveland;Mysta Rias;Alban Knox;Doppio Dropscythe","","18","UTC -6","Yes"
"2023/05/22 11:17:17 AM MDT","Pomu Rainpuff;Selen Tatsuki;Luca Kaneshiro;Shu Yamino;Kyo Kaneko","","19","UTC -5","Yes"
"2023/05/22 11:21:15 AM MDT","Kyo Kaneko","","15","UTC -5","Yes"
"2023/05/22 11:27:00 AM MDT","Ike Eveland;Vox Akuma;Hex Haywire;Ver Vermillion","","15","UTC +8","Yes"
"2023/05/22 11:43:33 AM MDT","Luca Kaneshiro;Vox Akuma;Doppio Dropscythe","Female","19","UTC -7","Yes"
"2023/05/22 11:48:54 AM MDT","Doppio Dropscythe","Female","28","UTC -3","Yes"
"2023/05/22 11:49:40 AM MDT","Pomu Rainpuff;Alban Knox;Fulgur Ovid;Doppio Dropscythe","Male","27","UTC -8","Yes"
"2023/05/22 11:50:32 AM MDT","Ike Eveland;Doppio Dropscythe;Meloco Kyoran;Ver Vermillion","Male","34","UTC +7","No"
"2023/05/22 11:52:28 AM MDT","Luca Kaneshiro;Kyo Kaneko;Doppio Dropscythe","Female","18","UTC -4","Yes"
"2023/05/22 11:52:52 AM MDT","Vox Akuma;Doppio Dropscythe","Non-binary","19","UTC -5","Yes"
"2023/05/22 11:57:53 AM MDT","Luca Kaneshiro;Fulgur Ovid;Aia Amare;Doppio Dropscythe","Non-binary","20","UTC -5","Yes"
"2023/05/22 12:03:32 PM MDT","Luca Kaneshiro;Fulgur Ovid;Doppio Dropscythe","I dont even know anymore","19","UTC +0","Yes"
"2023/05/22 12:05:25 PM MDT","Shu Yamino;Ike Eveland;Uki Violeta;Kyo Kaneko;Aster Arcadia","Non-binary","22","UTC +3","Yes"
"2023/05/22 12:15:02 PM MDT","Elira Pendora;Selen Tatsuki;Millie Parfait;Enna Alouette;Ike Eveland;Sonny Brisko;Aia Amare;Ver Vermillion","Male","22","UTC +8","Yes"
"2023/05/22 12:24:33 PM MDT","Aster Arcadia;Doppio Dropscythe","Female","21","UTC +8","Yes"
"2023/05/22 12:36:34 PM MDT","Alban Knox;Doppio Dropscythe","Male","19","UTC -4","Yes"
"2023/05/22 12:44:27 PM MDT","Pomu Rainpuff;Millie Parfait;Shu Yamino;Ike Eveland;Mysta Rias;Vox Akuma;Ver Vermillion","Male","","UTC +1","Yes"
"2023/05/22 12:50:14 PM MDT","Fulgur Ovid;Kyo Kaneko;Doppio Dropscythe","Female","24","UTC -4","Yes"
"2023/05/22 12:56:07 PM MDT","Luca Kaneshiro;Mysta Rias;Vox Akuma;Alban Knox;Kyo Kaneko;Ren Zotto;Doppio Dropscythe","Female","19","UTC -5","Yes"
"2023/05/22 1:17:21 PM MDT","Pomu Rainpuff;Elira Pendora;Finana Ryugu;Selen Tatsuki;Millie Parfait;Ike Eveland;Mysta Rias;Vox Akuma;Sonny Brisko;Fulgur Ovid;Ren Zotto","Female","22","UTC +8","Yes"
"2023/05/22 1:35:12 PM MDT","Elira Pendora;Ike Eveland;Uki Violeta;Fulgur Ovid;Aia Amare;Doppio Dropscythe","Female","21","UTC -3","Yes"
"2023/05/22 1:42:23 PM MDT","Selen Tatsuki;Shu Yamino","Female","16","UTC -4","Yes"
"2023/05/22 1:46:41 PM MDT","Doppio Dropscythe","Female","23","UTC +5","Yes"
"2023/05/22 1:57:14 PM MDT","Millie Parfait;Enna Alouette;Mysta Rias;Alban Knox;Fulgur Ovid","Female","28","UTC +8","Yes"
"2023/05/22 2:02:17 PM MDT","Mysta Rias;Sonny Brisko;Fulgur Ovid;Doppio Dropscythe","Non-binary","20","UTC +2","Yes"
"2023/05/22 2:08:26 PM MDT","Luca Kaneshiro;Vox Akuma;Kyo Kaneko;Aia Amare;Doppio Dropscythe","Female","27","UTC -6","Yes"
"2023/05/22 3:26:22 PM MDT","Millie Parfait;Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Vox Akuma;Uki Violeta;Kyo Kaneko","Non-binary","20","UTC +8","Yes"
"2023/05/22 3:29:26 PM MDT","Aster Arcadia;Doppio Dropscythe","Female","26","UTC -3","No"
"2023/05/22 3:39:16 PM MDT","Pomu Rainpuff;Elira Pendora;Selen Tatsuki;Enna Alouette;Reimu Endou;Luca Kaneshiro;Shu Yamino;Uki Violeta;Fulgur Ovid;Maria Marionette;Doppio Dropscythe;Kotoka Torahime","Female","21","UTC -7","Yes"
"2023/05/22 4:06:52 PM MDT","Doppio Dropscythe","Non-binary","21","UTC -7","Yes"
"2023/05/22 4:13:55 PM MDT","Uki Violeta;Fulgur Ovid","Female","","UTC -8","Yes"
"2023/05/22 4:45:42 PM MDT","Pomu Rainpuff;Elira Pendora;Petra Gurin;Shu Yamino;Uki Violeta;Fulgur Ovid","Female","22","UTC -8","Yes"
"2023/05/22 5:40:10 PM MDT","Doppio Dropscythe","Female","35","UTC -8","Yes"
"2023/05/22 6:23:49 PM MDT","Enna Alouette;Luca Kaneshiro;Shu Yamino;Uki Violeta;Maria Marionette;Kyo Kaneko;Ren Zotto;Doppio Dropscythe","Female","17","UTC -7","Yes"
"2023/05/22 7:02:23 PM MDT","Pomu Rainpuff;Luca Kaneshiro;Shu Yamino;Uki Violeta;Maria Marionette;Aster Arcadia","Non-binary","17","UTC -6","Yes"
"2023/05/22 7:40:49 PM MDT","Fulgur Ovid","","22","UTC -7","No"
"2023/05/22 8:07:24 PM MDT","Nina Kosaka;Mysta Rias;Vox Akuma","Female","21","UTC -4","Yes"
"2023/05/22 9:15:20 PM MDT","Rosemi Lovelock;Luca Kaneshiro;Mysta Rias;Vox Akuma;Uki Violeta;Fulgur Ovid;Kyo Kaneko;Doppio Dropscythe;Kotoka Torahime","Female","22","UTC -3","Yes"
"2023/05/22 9:15:33 PM MDT","Luca Kaneshiro;Shu Yamino;Uki Violeta","Non-binary","26","UTC -4","Yes"
"2023/05/22 9:25:31 PM MDT","Shu Yamino;Ike Eveland;Kotoka Torahime","Female","22","UTC +3","No"
"2023/05/22 9:31:56 PM MDT","Millie Parfait;Luca Kaneshiro;Uki Violeta;Doppio Dropscythe","Female","","UTC -7","Yes"
"2023/05/22 9:50:05 PM MDT","Fulgur Ovid;Doppio Dropscythe","Female","23","UTC +8","No"
"2023/05/22 10:02:56 PM MDT","Ike Eveland;Vox Akuma","Female","19","UTC +8","Yes"
"2023/05/22 10:10:23 PM MDT","Luca Kaneshiro;Shu Yamino;Vox Akuma","Male","22","UTC -5","Yes"
"2023/05/22 10:10:48 PM MDT","Vox Akuma","Female","18","UTC +6","No"
"2023/05/22 10:35:19 PM MDT","Millie Parfait;Enna Alouette;Luca Kaneshiro;Mysta Rias;Vox Akuma;Kyo Kaneko","Female","20","UTC -5","Yes"
"2023/05/23 12:02:12 AM MDT","Mysta Rias;Sonny Brisko;Doppio Dropscythe","Female","32","UTC +8","No"
"2023/05/23 12:31:21 AM MDT","Enna Alouette;Sonny Brisko;Uki Violeta;Alban Knox;Fulgur Ovid;Kyo Kaneko","Female","","","No"
"2023/05/23 12:54:09 AM MDT","Selen Tatsuki;Reimu Endou;Shu Yamino;Ike Eveland;Vox Akuma;Uki Violeta","","","UTC +7","Yes"
"2023/05/23 1:37:24 AM MDT","Ike Eveland;Sonny Brisko;Fulgur Ovid;Maria Marionette;Doppio Dropscythe;Ver Vermillion","Female","18","UTC +7","Yes"
"2023/05/23 2:10:15 AM MDT","Pomu Rainpuff;Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Uki Violeta;Fulgur Ovid;Doppio Dropscythe;Ver Vermillion","Non-binary","18","UTC -8","Yes"
"2023/05/23 3:25:45 AM MDT","Luca Kaneshiro;Sonny Brisko;Uki Violeta;Ren Zotto;Doppio Dropscythe","Female","18","UTC +3","Yes"
"2023/05/23 6:15:19 AM MDT","Selen Tatsuki;Enna Alouette;Mysta Rias;Alban Knox;Kyo Kaneko;Doppio Dropscythe","Non-binary","18","UTC +8","Yes"
"2023/05/23 7:46:45 AM MDT","Elira Pendora;Ike Eveland","Female","20","UTC +6","No"
"2023/05/23 10:29:54 AM MDT","Selen Tatsuki;Sonny Brisko;Doppio Dropscythe","Female","21","UTC +8","No"
"2023/05/23 10:33:42 AM MDT","Nina Kosaka;Enna Alouette;Luca Kaneshiro;Shu Yamino;Ike Eveland;Vox Akuma;Sonny Brisko;Uki Violeta;Alban Knox;Kyo Kaneko;Ren Zotto;Doppio Dropscythe","Female","24","","No"
"2023/05/23 10:39:20 AM MDT","Selen Tatsuki;Enna Alouette;Alban Knox;Doppio Dropscythe","Female","23","UTC +8","Yes"
"2023/05/23 12:27:03 PM MDT","Finana Ryugu;Selen Tatsuki;Enna Alouette;Maria Marionette","Male","23","UTC +0","Yes"
"2023/05/23 12:34:43 PM MDT","Selen Tatsuki;Millie Parfait;Enna Alouette;Shu Yamino;Mysta Rias;Vox Akuma;Kyo Kaneko;Ren Zotto","Female","24","UTC +8","No"
"2023/05/23 1:45:49 PM MDT","Ike Eveland;Vox Akuma;Fulgur Ovid;Ren Zotto;Hex Haywire","Female","100","UTC -5","Yes"
"2023/05/23 1:53:59 PM MDT","Doppio Dropscythe","Female","24","UTC +9","No"
"2023/05/23 4:42:18 PM MDT","Selen Tatsuki;Nina Kosaka;Mysta Rias;Vox Akuma;Uki Violeta;Fulgur Ovid;Doppio Dropscythe","Male","21","UTC -7","Yes"
"2023/05/23 5:32:47 PM MDT","Enna Alouette;Sonny Brisko;Doppio Dropscythe;Ver Vermillion","Bigender","14","UTC +8","Yes"
"2023/05/24 4:12:23 AM MDT","Shu Yamino;Kyo Kaneko;Doppio Dropscythe","Female","24","UTC +0","Yes"
"2023/05/24 5:59:33 AM MDT","Pomu Rainpuff;Luca Kaneshiro;Ike Eveland;Mysta Rias;Vox Akuma;Sonny Brisko;Uki Violeta;Alban Knox;Fulgur Ovid;Aster Arcadia;Ren Zotto;Doppio Dropscythe","Non-binary","19","UTC -4","Yes"
"2023/05/24 6:47:46 AM MDT","Vox Akuma;Kyo Kaneko;Doppio Dropscythe","Male","22","UTC -6","Yes"
"2023/05/24 7:13:38 AM MDT","Doppio Dropscythe;Ver Vermillion","Female","","UTC -3","Yes"
"2023/05/24 8:38:12 AM MDT","Hex Haywire","Female","26","UTC +8","No"
"2023/05/24 8:39:54 AM MDT","Ike Eveland;Vox Akuma;Uki Violeta;Maria Marionette;Ver Vermillion","Female","16","UTC +6","Yes"
"2023/05/24 8:41:56 AM MDT","Shu Yamino;Maria Marionette","Non-binary","25","UTC +9","Yes"
"2023/05/24 8:46:23 AM MDT","Nina Kosaka;Shu Yamino;Ike Eveland","Female","21","UTC +9","No"
"2023/05/24 8:52:52 AM MDT","Ike Eveland","Female","29","UTC -9","No"
"2023/05/24 9:16:10 AM MDT","Shu Yamino;Mysta Rias","Female","","UTC +9","No"
"2023/05/24 9:08:59 PM MDT","Vox Akuma","Female","22","UTC -3","Yes"
"2023/05/24 10:48:47 PM MDT","Uki Violeta;Fulgur Ovid","Female","28","UTC +8","Yes"
"2023/05/24 11:01:06 PM MDT","Selen Tatsuki;Kyo Kaneko;Meloco Kyoran","Female","25","UTC +7","Yes"
"2023/05/24 11:06:28 PM MDT","Pomu Rainpuff;Elira Pendora;Millie Parfait;Enna Alouette;Shu Yamino;Uki Violeta;Fulgur Ovid","Female","25","UTC -7","Yes"
"2023/05/24 11:26:15 PM MDT","Ike Eveland;Vox Akuma;Fulgur Ovid","Female","20","UTC -7","Yes"
"2023/05/24 11:37:46 PM MDT","Enna Alouette;Mysta Rias;Uki Violeta;Fulgur Ovid;Doppio Dropscythe","Female","20","UTC +8","Yes"
"2023/05/24 11:54:36 PM MDT","Luca Kaneshiro;Uki Violeta;Fulgur Ovid;Doppio Dropscythe","Female","18","UTC -7","Yes"
"2023/05/25 12:58:14 AM MDT","Pomu Rainpuff;Mysta Rias;Sonny Brisko;Fulgur Ovid","Female","18","UTC +8","Yes"
"2023/05/25 1:22:01 AM MDT","Uki Violeta;Doppio Dropscythe","Female","22","UTC -5","Yes"
"2023/05/25 1:31:50 AM MDT","Pomu Rainpuff;Elira Pendora;Selen Tatsuki;Millie Parfait;Reimu Endou;Shu Yamino;Ike Eveland;Kotoka Torahime","Female","22","UTC +7","Yes"
"2023/05/25 2:02:45 AM MDT","Vox Akuma","Female","22","UTC +3","No"
"2023/05/25 2:17:45 AM MDT","Millie Parfait;Enna Alouette;Ike Eveland;Mysta Rias;Sonny Brisko;Uki Violeta;Fulgur Ovid;Doppio Dropscythe","Female","24","UTC +2","Yes"
"2023/05/25 2:42:32 AM MDT","Millie Parfait;Enna Alouette;Sonny Brisko;Fulgur Ovid;Doppio Dropscythe","Female","17","UTC +8","No"
"2023/05/25 2:50:49 AM MDT","Pomu Rainpuff;Uki Violeta","Genderfluid","20","UTC +8","Yes"
"2023/05/25 3:27:23 AM MDT","Selen Tatsuki;Millie Parfait;Enna Alouette;Sonny Brisko;Uki Violeta;Alban Knox;Fulgur Ovid;Meloco Kyoran;Hex Haywire","Non-binary","21","UTC -4","Yes"
"2023/05/25 3:38:22 AM MDT","Sonny Brisko;Doppio Dropscythe","Female","22","UTC +8","No"
"2023/05/25 4:16:26 AM MDT","Millie Parfait;Enna Alouette;Luca Kaneshiro;Mysta Rias;Sonny Brisko;Uki Violeta;Alban Knox;Fulgur Ovid;Kyo Kaneko;Ren Zotto;Doppio Dropscythe;Hex Haywire","Female","32","UTC +8","No"
"2023/05/25 6:44:44 AM MDT","Pomu Rainpuff;Selen Tatsuki;Enna Alouette;Shu Yamino;Sonny Brisko;Aia Amare;Kotoka Torahime;Ver Vermillion","Female","23","UTC -4","Yes"
"2023/05/25 10:24:42 AM MDT","Vox Akuma;Uki Violeta;Kyo Kaneko;Doppio Dropscythe;Ver Vermillion","Non-binary","20","UTC +13/-11","Yes"
"2023/05/25 7:08:12 PM MDT","Vox Akuma;Fulgur Ovid;Doppio Dropscythe","Female","26","UTC -5","Yes"
"2023/05/25 9:03:33 PM MDT","Nina Kosaka;Millie Parfait;Fulgur Ovid;Aia Amare;Doppio Dropscythe;Ver Vermillion","Female","25","UTC -4","Yes"
"2023/05/26 2:24:41 AM MDT","Elira Pendora;Petra Gurin;Millie Parfait;Ike Eveland;Sonny Brisko;Ver Vermillion","Female","18","UTC -8","Yes"
"2023/05/26 4:46:17 AM MDT","Luca Kaneshiro;Doppio Dropscythe","Female","18","UTC -8","No"
"2023/05/26 4:49:57 AM MDT","Pomu Rainpuff;Millie Parfait;Luca Kaneshiro;Sonny Brisko;Fulgur Ovid;Doppio Dropscythe;Meloco Kyoran;Kotoka Torahime","Female","24","UTC +8","Yes"
"2023/05/26 1:22:19 PM MDT","Shu Yamino;Uki Violeta;Doppio Dropscythe","Female","24","UTC +8","Yes"
